,subarea_name,category_name,sub_category_name,room_count,bathroom_count,parking_count,size (sqrt),property_type,price (RM)
350,Bayan Lepas,Apartment / Condominium,Condominium,4,3,2,1650,Freehold,750000
351,Sungai Ara,House,2.5-storey Terraced House,5,4,0,3000,Freehold,1600000
352,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1226,Freehold,700000
353,Relau,House,3-storey Terraced House,6,4,0,2065,Leasehold,997000
354,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,350000
355,Batu Uban,Apartment / Condominium,Condominium,2,1,0,760,Freehold,460000
356,Nibong Tebal,House,Semi-Detached House,3,3,0,2809,Freehold,710000
357,Butterworth,Apartment / Condominium,Apartment,3,2,1,1000,Freehold,418000
358,Simpang Ampat,House,1-storey Terraced House,3,2,0,1302,Freehold,310000
359,Butterworth,Apartment / Condominium,Apartment,4,2,2,1710,Freehold,480000
360,Batu Kawan,House,Semi-Detached House,3,2,0,6237,Freehold,728000
361,Gelugor,House,Bungalow House,6,5,0,6383,Freehold,3590000
362,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,358000
363,Bayan Lepas,Apartment / Condominium,Flat,3,1,0,678,Leasehold,265000
364,Bukit Mertajam,House,Semi-Detached House,4,3,0,2799,Freehold,405000
365,Jelutong,Apartment / Condominium,Condominium,3,2,5,800,Leasehold,440000
366,Bukit Mertajam,House,3-storey Terraced House,6,6,0,2998,Freehold,888000
367,Butterworth,Apartment / Condominium,Apartment,3,2,1,916,Freehold,400000
368,Gelugor,Apartment / Condominium,Condominium,3,2,1,700,Freehold,290000
369,Relau,Apartment / Condominium,Apartment,3,2,1,700,Freehold,288000
370,Bukit Jambul,Apartment / Condominium,Apartment,3,2,0,900,Freehold,300000
371,Bukit Mertajam,House,1-storey Terraced House,4,3,0,1600,Freehold,360000
372,Batu Kawan,House,2-storey Terraced House,4,4,0,2472,Freehold,1000000
373,Butterworth,House,Townhouse,3,2,0,1800,Freehold,560000
374,Jelutong,House,Terraced House,6,7,0,1400,Freehold,1200000
375,Balik Pulau,House,Others,1,1,0,239580,Freehold,7000000
376,Jelutong,Apartment / Condominium,Condominium,2,1,1,650,Freehold,480000
377,Balik Pulau,House,2-storey Terraced House,4,3,0,1760,Freehold,500000
378,Seberang Jaya,House,Semi-Detached House,5,4,0,3440,Freehold,1280000
379,Perai,Apartment / Condominium,Apartment,3,2,1,650,Freehold,170000
380,Alma,Commercial Property,Warehouse / Factory,0,0,0,8332,Freehold,2750000
381,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1095,Freehold,590000
382,Sungai Ara,Apartment / Condominium,Condominium,3,2,1,1095,Freehold,510000
383,Tanjong Tokong,Apartment / Condominium,Condominium,1,2,1,1137,Freehold,1200000
384,Butterworth,Commercial Property,Shop lot,0,0,0,1400,Freehold,1700000
385,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,1,800,Freehold,235000
386,Jelutong,Apartment / Condominium,Condominium,3,2,2,1175,Freehold,778000
387,Gelugor,Apartment / Condominium,Flat,2,1,0,550,Leasehold,118000
388,Teluk Kumbar,Land,Mixed Development,0,0,0,1.1,Freehold,350000
389,Gelugor,Apartment / Condominium,Condominium,2,2,2,1313,Freehold,870000
390,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1100,Freehold,638000
391,Relau,House,Semi-Detached House,5,2,0,2380,Freehold,1400000
392,Nibong Tebal,House,Bungalow House,4,3,0,4000,Freehold,960000
393,Bukit Minyak,House,Semi-Detached House,3,2,0,2800,Freehold,520000
394,Gelugor,Apartment / Condominium,Condominium,3,2,1,1113,Leasehold,520000
395,Tanjung Bungah,House,3-storey Terraced House,6,5,0,3400,Freehold,1630000
396,Sungai Ara,Apartment / Condominium,Condominium,3,2,1,1095,Freehold,540000
397,Jelutong,Apartment / Condominium,Condominium,3,2,2,925,Leasehold,590000
398,Sungai Ara,Apartment / Condominium,Condominium,3,2,1,1095,Freehold,560000
399,Batu Uban,Apartment / Condominium,Condominium,4,3,2,1819,Freehold,1100000
400,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,750,Freehold,375000
401,Batu Uban,Apartment / Condominium,Condominium,2,1,1,760,Freehold,480000
402,Bukit Minyak,Commercial Property,Warehouse / Factory,0,0,0,9300,Leasehold,2050000
403,Tanjung Bungah,Apartment / Condominium,Condominium,5,4,2,2950,Freehold,1500000
404,Relau,Apartment / Condominium,Apartment,3,2,1,750,Freehold,320000
405,Butterworth,Commercial Property,Shop lot,0,0,0,1750,Freehold,1700000
406,Gelugor,Apartment / Condominium,Condominium,4,2,2,1343,Freehold,588000
407,Bertam,House,Semi-Detached House,4,3,0,4413,Freehold,625000
408,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1050,Freehold,689000
409,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,850,Freehold,288000
410,Bertam,House,2-storey Terraced House,4,3,0,1775,Freehold,515000
411,Alma,House,Zero-Lot Bungalow,6,7,0,3300,Freehold,1380000
412,Bayan Lepas,Apartment / Condominium,Condominium,4,3,2,1766,Freehold,980000
413,Georgetown,Apartment / Condominium,Condominium,3,2,1,1313,Freehold,1150000
414,Tanjong Tokong,Apartment / Condominium,Condominium,3,4,2,2146,Freehold,1630000
415,Gelugor,House,2.5-storey Terraced House,5,4,0,2400,Freehold,1550000
416,Relau,Apartment / Condominium,Condominium,3,2,2,1161,Freehold,650000
417,Jelutong,Apartment / Condominium,Apartment,3,2,1,861,Leasehold,460000
418,Tasek Gelugor,Land,Agricultural,0,0,0,4.56,Freehold,3379753
419,Bayan Lepas,House,2-storey Terraced House,5,4,0,3000,Freehold,1600000
420,Bukit Mertajam,House,Terraced House,4,4,0,2419,Freehold,750000
421,Kepala Batas,House,2-storey Terraced House,4,3,0,1540,Freehold,490000
422,Georgetown,Apartment / Condominium,Apartment,2,1,1,667,Freehold,290000
423,Relau,Apartment / Condominium,Apartment,3,2,1,840,Freehold,380000
424,Sungai Pinang,Land,Residential,0,0,0,3493,Freehold,1150000
425,Bertam,House,Terraced House,3,2,0,1540,Freehold,400000
426,Ayer Itam,Apartment / Condominium,Condominium,3,2,2,887,Freehold,525000
427,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,495000
428,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1160,Leasehold,550000
429,Georgetown,Apartment / Condominium,Apartment,3,2,1,750,Freehold,360000
430,Balik Pulau,House,2-storey Terraced House,4,3,0,1600,Freehold,650000
431,Bayan Lepas,Apartment / Condominium,Apartment,3,2,2,1050,Freehold,420000
432,Jelutong,Apartment / Condominium,Apartment,3,2,1,900,Freehold,390000
433,Bertam,House,1-storey Terraced House,3,2,0,1562,Freehold,350000
434,Bertam,House,Terraced House,3,2,0,1540,Freehold,400000
435,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,1300,Freehold,510000
436,Jelutong,Apartment / Condominium,Condominium,3,2,1,900,Leasehold,315000
437,Balik Pulau,House,2-storey Terraced House,5,3,0,1400,Freehold,610000
438,Balik Pulau,House,2-storey Terraced House,4,3,0,1400,Freehold,566000
439,Sungai Ara,House,2.5-storey Terraced House,5,4,0,3500,Freehold,1650000
440,Tanjong Tokong,Apartment / Condominium,Condominium,1,2,1,1137,Freehold,1250000
441,Bukit Mertajam,House,Terraced House,3,1,0,1100,Freehold,250000
442,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,4,1220,Freehold,450000
443,Bukit Jambul,House,3-storey Terraced House,5,5,0,2780,Freehold,1350000
444,Simpang Ampat,House,2-storey Terraced House,4,3,0,1600,Freehold,528000
445,Jelutong,Apartment / Condominium,Condominium,4,3,2,1650,Freehold,850000
446,Alma,House,2-storey Terraced House,4,3,0,2000,Freehold,640000
447,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,950,Freehold,950000
448,Teluk Kumbar,Apartment / Condominium,Apartment,2,1,0,550,Freehold,132000
449,Perai,Apartment / Condominium,Apartment,3,2,1,860,Freehold,250000
450,Bukit Mertajam,House,Semi-Detached House,5,3,0,3600,Freehold,790000
451,Georgetown,Commercial Property,Office space,0,0,0,1700,Freehold,588000
452,Tanjong Tokong,House,Semi-Detached House,5,4,0,3100,Freehold,2000000
453,Gelugor,Apartment / Condominium,Condominium,3,2,2,1343,Freehold,666000
454,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,800,Leasehold,298000
455,Balik Pulau,Land,Agricultural,0,0,0,1,Freehold,1400000
456,Balik Pulau,House,2-storey Terraced House,4,3,0,1700,Freehold,515000
457,Gelugor,House,2.5-storey Terraced House,5,4,0,3000,Freehold,1550000
458,Tanjung Bungah,House,Semi-Detached House,4,3,0,4443,Freehold,2000000
459,Georgetown,Apartment / Condominium,Apartment,3,2,1,800,Freehold,370000
460,Sungai Ara,Apartment / Condominium,Condominium,2,2,2,1270,Freehold,650000
461,Juru,Apartment / Condominium,Others,4,3,2,2850,Freehold,870000
462,Tanjong Tokong,Apartment / Condominium,Apartment,3,2,0,700,Leasehold,235000
463,Ayer Itam,Apartment / Condominium,Apartment,3,2,0,1250,Freehold,615000
464,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,950,Freehold,430000
465,Paya Terubong,Apartment / Condominium,Apartment,2,1,0,550,Freehold,168000
466,Simpang Ampat,House,1-storey Terraced House,3,2,0,1367,Freehold,320000
467,Alma,House,Terraced House,3,2,0,1200,Freehold,335000
468,Tanjong Tokong,Apartment / Condominium,Condominium,4,3,0,1650,Leasehold,1180000
469,Minden Heights,House,Bungalow House,6,5,0,6383,Freehold,3600000
470,Gelugor,Apartment / Condominium,Condominium,3,2,2,850,Freehold,360000
471,Simpang Ampat,House,Semi-Detached House,5,5,0,2280,Freehold,570000
472,Simpang Ampat,House,1-storey Terraced House,3,2,0,1000,Freehold,290000
473,Alma,House,Bungalow House,4,4,0,3150,Freehold,1000000
474,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,4,1162,Freehold,490000
475,Bukit Mertajam,House,3-storey Terraced House,5,5,0,1400,Freehold,720000
476,Bukit Mertajam,House,Semi-Detached House,4,2,0,2680,Freehold,650000
477,Bukit Mertajam,House,1-storey Terraced House,3,2,0,1300,Freehold,270000
478,Simpang Ampat,House,2-storey Terraced House,4,3,0,1140,Freehold,515000
479,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,800,Leasehold,260000
480,Relau,Apartment / Condominium,Condominium,3,2,2,1161,Freehold,650000
481,Gelugor,Apartment / Condominium,Condominium,3,2,2,900,Freehold,450000
482,Gelugor,Apartment / Condominium,Condominium,3,3,2,1400,Freehold,1070000
483,Bukit Mertajam,House,2.5-storey Terraced House,5,4,0,1528,Freehold,840000
484,Tanjong Tokong,House,Semi-Detached House,4,2,0,3700,Freehold,3400000
485,Tanjung Bungah,Apartment / Condominium,Condominium,4,4,2,1980,Freehold,1580000
486,Teluk Kumbar,Land,Residential,0,0,0,0.49,Freehold,1086000
487,Bukit Mertajam,Apartment / Condominium,Apartment,3,2,1,1100,Freehold,350000
488,Gelugor,Apartment / Condominium,Condominium,3,3,2,1409,Freehold,1064000
489,Batu Kawan,Apartment / Condominium,Condominium,4,2,2,1180,Freehold,590000
490,Gelugor,Apartment / Condominium,Condominium,3,3,2,1409,Freehold,1110000
491,Gelugor,Apartment / Condominium,Condominium,3,3,2,1409,Freehold,1064000
492,Alma,House,2-storey Terraced House,4,3,0,1237,Freehold,450000
493,Alma,House,2-storey Terraced House,4,3,0,1400,Freehold,495000
494,Simpang Ampat,Land,Agricultural,0,0,0,5,Freehold,15
495,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,800,Freehold,280000
496,Georgetown,Apartment / Condominium,Service Residence,2,2,0,903,Freehold,567000
497,Georgetown,Apartment / Condominium,Condominium,2,2,1,1010,Freehold,560000
498,Pulau Tikus,House,Bungalow House,7,9,0,32131,Freehold,30000000
499,Pulau Tikus,House,Bungalow House,7,9,0,32131,Freehold,30000000
500,Georgetown,Apartment / Condominium,Apartment,3,2,1,1000,Leasehold,460000
501,Pulau Tikus,House,Bungalow House,7,9,0,32131,Freehold,30000000
502,Ayer Itam,House,Terraced House,5,2,0,2200,Freehold,1190000
503,Bertam,House,1-storey Terraced House,3,2,0,1540,Freehold,475000
504,Bukit Minyak,Land,Industrial,0,0,0,10.81,Freehold,30000000
505,Simpang Ampat,House,2-storey Terraced House,4,3,0,1200,Freehold,515000
506,Bukit Jambul,Apartment / Condominium,Apartment,3,1,1,700,Freehold,270000
507,Jelutong,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,650000
508,Jelutong,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,650000
509,Ayer Itam,Apartment / Condominium,Apartment,2,1,0,550,Freehold,130000
510,Greenlane,Apartment / Condominium,Condominium,5,4,2,2600,Freehold,1350000
511,Simpang Ampat,Apartment / Condominium,Condominium,1,1,1,700,Freehold,280000
512,Ayer Itam,Apartment / Condominium,Service Residence,4,2,3,1000,Freehold,398000
513,Ayer Itam,Apartment / Condominium,Service Residence,4,2,3,1000,Freehold,398000
514,Batu Kawan,House,Cluster House,5,2,0,1948,Leasehold,499000
515,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1160,Leasehold,550000
516,Perai,Apartment / Condominium,Service Residence,3,2,2,1050,Freehold,490000
517,Bertam,House,Zero-Lot Bungalow,4,2,0,3060,Freehold,530000
518,Greenlane,House,Semi-Detached House,5,2,0,3000,Freehold,2300000
519,Minden Heights,House,3-storey Terraced House,4,5,0,3450,Freehold,2500000
520,Minden Heights,House,Bungalow House,4,3,0,3000,Freehold,3200000
521,Minden Heights,House,Bungalow House,4,3,0,3434,Freehold,3700000
522,Georgetown,Apartment / Condominium,Studio,1,1,0,618,Freehold,600000
523,Gelugor,Apartment / Condominium,Apartment,3,2,1,800,Freehold,300000
524,Sungai Bakap,House,2-storey Terraced House,4,4,0,3800,Freehold,780000
525,Georgetown,Apartment / Condominium,Condominium,3,3,2,1554,Freehold,900008
526,Butterworth,Apartment / Condominium,Condominium,3,2,1,938,Freehold,360000
527,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,800,Freehold,285000
528,Bayan Lepas,Apartment / Condominium,Condominium,3,2,0,1460,Freehold,750000
529,Ayer Itam,Apartment / Condominium,Apartment,3,2,2,1100,Freehold,580000
530,Paya Terubong,Apartment / Condominium,Apartment,3,2,0,700,Freehold,145000
531,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,700,Freehold,145000
532,Ayer Itam,Apartment / Condominium,Apartment,3,2,2,838,Freehold,385000
533,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,850,Leasehold,430000
534,Bukit Mertajam,House,Bungalow House,5,5,0,3800,Freehold,1190000
535,Alma,House,1-storey Terraced House,3,2,0,1000,Freehold,330000
536,Bukit Mertajam,House,Semi-Detached House,3,2,0,2800,Freehold,430000
537,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1400,Freehold,450000
538,Bukit Mertajam,House,Bungalow House,4,4,0,3788,Freehold,900000
539,Bukit Mertajam,House,Semi-Detached House,5,3,0,3000,Freehold,920000
540,Simpang Ampat,House,Semi-Detached House,5,4,0,2282,Freehold,570000
541,Relau,Apartment / Condominium,Condominium,2,1,2,760,Freehold,550000
542,Alma,House,2-storey Terraced House,3,3,0,1200,Freehold,530000
543,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,2,1190,Freehold,480000
544,Air Tawar,House,Bungalow House,8,7,0,8400,Freehold,2800000
545,Simpang Ampat,House,2-storey Terraced House,4,3,0,1950,Freehold,620000
546,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,800,Freehold,365000
547,Bayan Lepas,Commercial Property,Warehouse / Factory,0,0,0,46935,Leasehold,18000000
548,Relau,Apartment / Condominium,Condominium,3,2,2,1108,Freehold,448500
549,Bayan Baru,Apartment / Condominium,Condominium,3,2,2,1100,Freehold,446800
550,Bayan Baru,Apartment / Condominium,Condominium,3,2,2,1110,Freehold,447200
551,Bayan Lepas,Apartment / Condominium,Condominium,2,3,2,1110,Freehold,447300
552,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1110,Freehold,469800
553,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1112,Freehold,447500
554,Simpang Ampat,House,1-storey Terraced House,3,2,0,2723,Freehold,490000
555,Bertam,House,1-storey Terraced House,3,2,0,1100,Freehold,315000
556,Jelutong,Apartment / Condominium,Condominium,3,2,2,845,Leasehold,668000
557,Bukit Mertajam,House,2-storey Terraced House,3,2,0,1440,Freehold,376000
558,Alma,House,2-storey Terraced House,3,2,0,1440,Freehold,375000
559,Butterworth,Commercial Property,Shop lot,0,0,0,1750,Freehold,1700000
560,Simpang Ampat,Commercial Property,Shop lot,0,0,0,2600,Freehold,450000
561,Butterworth,Commercial Property,Warehouse / Factory,0,0,0,3000,Freehold,3600008
562,Air Tawar,House,Bungalow House,4,4,0,4650,Freehold,3888888
563,Gelugor,House,3.5-storey Terraced House,6,6,0,3500,Freehold,2380000
564,Butterworth,Apartment / Condominium,Condominium,3,2,0,1100,Freehold,430000
565,Butterworth,Apartment / Condominium,Condominium,3,2,0,1100,Freehold,430000
566,Raja Uda,Apartment / Condominium,Condominium,4,3,2,1313,Freehold,490000
567,Bukit Mertajam,House,Semi-Detached House,6,5,0,3174,Freehold,567000
568,Batu Maung,Commercial Property,Shop lot,0,0,0,2800,Freehold,2100000
569,Georgetown,Apartment / Condominium,Apartment,3,2,2,800,Leasehold,370000
570,Butterworth,Apartment / Condominium,Condominium,3,2,0,938,Freehold,380000
571,Raja Uda,Commercial Property,Shop lot,0,0,0,3800,Freehold,888000
572,Butterworth,House,2-storey Terraced House,4,2,0,1700,Freehold,750000
573,Raja Uda,House,2-storey Terraced House,4,2,0,1600,Freehold,670000
574,Batu Ferringhi,Apartment / Condominium,Apartment,3,2,0,560,Freehold,158000
575,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,1070,Freehold,360000
576,Bayan Lepas,Apartment / Condominium,Flat,2,2,1,550,Freehold,195000
577,Tanjung Bungah,House,3-storey Terraced House,4,5,0,3221,Freehold,1550000
578,Pulau Tikus,House,Bungalow House,6,6,0,7180,Freehold,6000000
579,Greenlane,House,Semi-Detached House,4,2,0,3166,Freehold,1850000
580,Minden Heights,House,Bungalow House,5,5,0,5000,Freehold,2800000
581,Georgetown,Commercial Property,Shop lot,0,0,0,46260,Freehold,20830000
582,Valdor,House,2-storey Terraced House,5,4,0,5022,Freehold,1050000
583,Pulau Tikus,Commercial Property,Others,0,0,0,46260,Freehold,20830000
584,Butterworth,Apartment / Condominium,Condominium,3,2,0,938,Freehold,410000
585,Balik Pulau,Apartment / Condominium,Flat,3,1,0,604,Freehold,180000
586,Balik Pulau,House,Semi-Detached House,4,3,0,4300,Freehold,998000
587,Tanjung Bungah,House,Bungalow House,6,5,0,5060,Freehold,1880000
588,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,1,800,Freehold,215000
589,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,838,Freehold,370000
590,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,838,Freehold,370000
591,Butterworth,Apartment / Condominium,Service Residence,2,2,0,945,Freehold,430000
592,Jelutong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,290000
593,Balik Pulau,House,Semi-Detached House,4,3,0,2594,Freehold,720000
594,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,745,Freehold,380000
595,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,745,Freehold,410000
596,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,1100,Freehold,500000
597,Georgetown,Apartment / Condominium,Apartment,3,2,2,700,Freehold,450000
598,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,850,Leasehold,500000
599,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Leasehold,280000
600,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,800,Freehold,420000
601,Minden Heights,House,Bungalow House,7,7,0,3500,Freehold,2300000
602,Bagan Lalang,House,Townhouse,3,3,0,1250,Freehold,430000
