property_type,floor_size,developer,land_size,psf,furnishing,floor_level,tenure_type,built_year,listing_id,listing_time,bedroom_count,bathroom_counr,location,propertyguru_url
Condominium For Sale,872 sqft,Tropicana Ivory Sdn. Bhd.,,RM 791.28 psf,Fully Furnished,,Freehold,"September, 2017",35199089,8 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/tropicana-bay-residences-for-sale-by-may-ng-35199089
Condominium For Sale,1020 sqft,Tropicana Ivory Sdn. Bhd.,,RM 666.67 psf,Fully Furnished,High Floor,Freehold,"September, 2017",35647083,8 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/tropicana-bay-residences-for-sale-by-may-ng-35647083
Condominium For Sale,845 sqft,IJM LAND BERHAD,,RM 721.89 psf,Unfurnished,,Leasehold,"September, 2022",35116203,9 hours ago,3,2,Jelutong,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-simon-saw-35116203
Condominium For Sale,872 sqft,Tropicana Ivory Sdn. Bhd.,,RM 670.87 psf,Unfurnished,,Freehold,"September, 2017",35555919,9 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/tropicana-bay-residences-for-sale-by-simon-saw-35555919
Condominium For Sale,1100 sqft,Ideal Property Group,,RM 586.36 psf,,High Floor,Freehold,"January, 2019",35879448,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/summerskye-residences-for-sale-by-kelvin-ooi-35879448
Condominium For Sale,1100 sqft,Ideal Property Group,,RM 572.73 psf,Unfurnished,High Floor,Freehold,"January, 2019",35899707,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/summerskye-residences-for-sale-by-kelvin-ooi-35899707
Condominium For Sale,1100 sqft,Ideal Property Group,,RM 599.09 psf,Partially Furnished,Middle Floor,Freehold,"January, 2019",34644869,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/summerskye-residences-for-sale-by-kelvin-ooi-34644869
Condominium For Sale,1200 sqft,Ideal Property Group,,RM 550.00 psf,Unfurnished,,Freehold,"January, 2019",35901366,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/summerskye-residences-for-sale-by-kelvin-ooi-35901366
Condominium For Sale,1100 sqft,Ideal Property Group,,RM 572.73 psf,Unfurnished,Middle Floor,Freehold,"January, 2019",35504334,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/summerskye-residences-for-sale-by-kelvin-ooi-35504334
Condominium For Sale,1000 sqft,Modular Plantinum Sdn Bhd,,RM 540.00 psf,Unfurnished,High Floor,Freehold,"January, 2021",34654755,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/imperial-grande-for-sale-by-kelvin-ooi-34654755
Condominium For Sale,1000 sqft,Modular Plantinum Sdn Bhd,,RM 520.00 psf,Unfurnished,High Floor,Freehold,"January, 2021",35641621,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/imperial-grande-for-sale-by-kelvin-ooi-35641621
Condominium For Sale,1000 sqft,Modular Plantinum Sdn Bhd,,RM 520.00 psf,Unfurnished,High Floor,Freehold,"January, 2021",35309802,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/imperial-grande-for-sale-by-kelvin-ooi-35309802
Condominium For Sale,1000 sqft,Modular Plantinum Sdn Bhd,,RM 520.00 psf,Unfurnished,High Floor,Freehold,"January, 2021",35309779,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/imperial-grande-for-sale-by-kelvin-ooi-35309779
Condominium For Sale,1000 sqft,Modular Plantinum Sdn Bhd,,RM 520.00 psf,Unfurnished,High Floor,Freehold,"January, 2021",35309681,10 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/imperial-grande-for-sale-by-kelvin-ooi-35309681
Condominium For Sale,1512 sqft,S P Setia Bhd,,RM 525.79 psf,Fully Furnished,Middle Floor,Freehold,"May, 2015",34704727,12 hours ago,4,3,Bayan Lepas,https://www.propertyguru.com.my/property-listing/reflections-condominium-for-sale-by-edwin-ng-34704727
Condominium For Sale,1431 sqft,SEAL Incorporated Berhad,,RM 433.26 psf,Unfurnished,Low Floor,Freehold,"January, 2014",35144912,22 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/elit-heights-bayan-city-for-sale-by-gorrdan-lee-35144912
Service Residence For Sale,980 sqft,Aspen,,RM 775.51 psf,Partially Furnished,,Freehold,"January, 2019",35809245,22 hours ago,2,2,Georgetown,https://www.propertyguru.com.my/property-listing/beacon-executive-suites-for-sale-by-gorrdan-lee-35809245
Apartment For Sale,700 sqft,,,RM 614.29 psf,Fully Furnished,High Floor,Freehold,2000,35815260,22 hours ago,3,2,Greenlane,https://www.propertyguru.com.my/property-listing/taman-lembah-hijau-block-3-for-sale-by-gorrdan-lee-35815260
Condominium For Sale,862 sqft,Prisma Bumiraya Sdn. Bhd,,RM 603.25 psf,,,Freehold,2020,35965511,22 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/novus-condominium-for-sale-by-cris-ng-35965511
Condominium For Sale,2314 sqft,IJM LAND BERHAD,,RM 864.30 psf,Unfurnished,High Floor,Freehold,"January, 2015",35606001,1 day ago,4,5,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-point-the-light-waterfront-for-sale-by-jacyntha-lee-35606001
Condominium For Sale,1830 sqft,IJM LAND BERHAD,,RM 983.61 psf,Partially Furnished,,Freehold,"January, 2015",35725935,1 day ago,3,4,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-point-the-light-waterfront-for-sale-by-jacyntha-lee-35725935
Condominium For Sale,5619 sqft,Jelutong Development Sdn Bhd,,RM 708.31 psf,Unfurnished,,Freehold,"March, 2017",35470411,1 day ago,4,5,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-iv-for-sale-by-jacyntha-lee-35470411
Condominium For Sale,1862 sqft,IJM LAND BERHAD,,RM 886.14 psf,Partially Furnished,,Freehold,"January, 2015",35542869,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-iii-for-sale-by-jacyntha-lee-35542869
Condominium For Sale,3734 sqft,IJM LAND BERHAD,,RM 830.21 psf,Unfurnished,,Freehold,"January, 2015",35470197,1 day ago,4,5,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-iii-for-sale-by-jacyntha-lee-35470197
Condominium For Sale,1862 sqft,IJM LAND BERHAD,,RM 913.00 psf,Partially Furnished,,Freehold,"January, 2015",35604934,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-iii-for-sale-by-jacyntha-lee-35604934
Condominium For Sale,1701 sqft,IJM LAND BERHAD,,"RM 1,352.15 psf",Fully Furnished,,Freehold,"January, 2014",35806248,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-ii-for-sale-by-jacyntha-lee-35806248
Condominium For Sale,1701 sqft,IJM LAND BERHAD,,"RM 1,234.57 psf",Partially Furnished,,Freehold,"January, 2014",35924844,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-ii-for-sale-by-jacyntha-lee-35924844
Condominium For Sale,1701 sqft,IJM LAND BERHAD,,"RM 1,116.99 psf",Partially Furnished,,Freehold,"January, 2014",35924929,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-ii-for-sale-by-jacyntha-lee-35924929
Condominium For Sale,1582 sqft,IJM LAND BERHAD,,RM 834.39 psf,Fully Furnished,,Freehold,"January, 2012",35805839,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-i-for-sale-by-jacyntha-lee-35805839
Condominium For Sale,1528 sqft,IJM LAND BERHAD,,RM 903.14 psf,Partially Furnished,,Freehold,"January, 2012",35780282,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-i-for-sale-by-jacyntha-lee-35780282
Condominium For Sale,1582 sqft,IJM LAND BERHAD,,RM 853.35 psf,Partially Furnished,High Floor,Freehold,"January, 2012",35468369,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-i-for-sale-by-jacyntha-lee-35468369
Condominium For Sale,1582 sqft,IJM LAND BERHAD,,RM 783.82 psf,,,Freehold,"January, 2012",35923868,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-i-for-sale-by-jacyntha-lee-35923868
Condominium For Sale,1582 sqft,IJM LAND BERHAD,,RM 695.32 psf,Partially Furnished,High Floor,Freehold,"January, 2012",35923968,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-i-for-sale-by-jacyntha-lee-35923968
Condominium For Sale,1528 sqft,IJM LAND BERHAD,,RM 883.51 psf,Unfurnished,,Freehold,"January, 2012",35924212,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-i-for-sale-by-jacyntha-lee-35924212
Condominium For Sale,2600 sqft,Insa Properties (CA+ Associates),,RM 519.23 psf,Fully Furnished,Low Floor,Freehold,"January, 2011",35840662,1 day ago,4,5,Jelutong,https://www.propertyguru.com.my/property-listing/central-park-for-sale-by-scott-seow-35840662
Condominium For Sale,1055 sqft,IJM Land,,RM 786.73 psf,Unfurnished,Middle Floor,Freehold,2020,35725369,1 day ago,2,2,Gelugor,https://www.propertyguru.com.my/property-listing/waterside-residence-for-sale-by-scott-seow-35725369
Condominium For Sale,845 sqft,IJM LAND BERHAD,,RM 766.86 psf,Unfurnished,Middle Floor,Leasehold,"September, 2022",35623662,1 day ago,3,2,Jelutong,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-max-lee-35623662
Condominium For Sale,2400 sqft,IOI PROPERTIES GROUP BERHAD,,RM 729.17 psf,Partially Furnished,Low Floor,Freehold,"June, 2011",35917285,1 day ago,4,4,Tajung Tokong,https://www.propertyguru.com.my/property-listing/fettes-residences-for-sale-by-yeewon-lim-35917285
Condominium For Sale,1080 sqft,Reka Indah Development (Penang) Sdn Bhd,,RM 490.74 psf,Unfurnished,High Floor,Freehold,"December, 2016",35304535,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/orchard-ville-for-sale-by-max-lee-35304535
Condominium For Sale,1483 sqft,Iconic Group of Companies,,RM 472.02 psf,Unfurnished,,Freehold,"January, 2017",35092017,1 day ago,3,3,Relau,https://www.propertyguru.com.my/property-listing/iconic-skies-for-sale-by-patrick-35092017
Apartment For Sale,703 sqft,Aspen,,RM 497.87 psf,Unfurnished,Low Floor,Freehold,,35962167,1 day ago,2,2,Batu Kawan,https://www.propertyguru.com.my/property-listing/versa-junior-apartment-for-sale-by-eric-lim-35962167
Apartment For Sale,730 sqft,Aspen,,RM 471.23 psf,Unfurnished,Middle Floor,Freehold,2023,35962079,1 day ago,3,2,Batu Kawan,https://www.propertyguru.com.my/property-listing/vivo-executive-apartment-for-sale-by-eric-lim-35962079
Apartment For Sale,703 sqft,Aspen,,RM 497.87 psf,,,Freehold,,35921600,1 day ago,2,2,Batu Kawan,https://www.propertyguru.com.my/property-listing/versa-junior-apartment-for-sale-by-lim-jin-hong-35921600
Condominium For Sale,1246 sqft,Asia Green Group,,RM 642.05 psf,Unfurnished,Middle Floor,Freehold,"March, 2021",35960806,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/quaywest-residence-for-sale-by-kelvin-ooi-35960806
Condominium For Sale,1582 sqft,IJM LAND BERHAD,,RM 777.50 psf,Fully Furnished,Middle Floor,Freehold,"January, 2012",35960123,1 day ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-collection-i-for-sale-by-scott-seow-35960123
Condominium For Sale,1055 sqft,IJM Land,,RM 815.17 psf,Unfurnished,Middle Floor,Freehold,2020,35959998,1 day ago,2,2,Gelugor,https://www.propertyguru.com.my/property-listing/waterside-residence-for-sale-by-scott-seow-35959998
Condominium For Sale,1047 sqft,Eastern & Oriental Berhad,,RM 826.17 psf,Unfurnished,,Freehold,"January, 2019",35649560,1 day ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/the-tamarind-seri-tanjung-pinang-for-sale-by-fred-lim-35649560
Condominium For Sale,1372 sqft,Eastern & Oriental Berhad,,RM 743.44 psf,,,Freehold,"January, 2019",33354965,1 day ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/the-tamarind-seri-tanjung-pinang-for-sale-by-fred-lim-33354965
Condominium For Sale,1047 sqft,Eastern & Oriental Berhad,,RM 811.84 psf,Fully Furnished,High Floor,Freehold,"January, 2019",35465228,1 day ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/the-tamarind-seri-tanjung-pinang-for-sale-by-fred-lim-35465228
Condominium For Sale,1372 sqft,Eastern & Oriental Berhad,,RM 816.33 psf,Unfurnished,High Floor,Freehold,"January, 2019",35649485,1 day ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/the-tamarind-seri-tanjung-pinang-for-sale-by-fred-lim-35649485
Condominium For Sale,760 sqft,Asia Green Group,,RM 723.68 psf,Unfurnished,High Floor,Freehold,"March, 2021",35542327,2 days ago,2,1,Bayan Lepas,https://www.propertyguru.com.my/property-listing/quaywest-residence-for-sale-by-aaron-quah-35542327
Condominium For Sale,900 sqft,Ideal Property Group,,RM 527.78 psf,Fully Furnished,,Freehold,"January, 2019",35557873,2 days ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/one-foresta-bayan-lepas-for-sale-by-elson-dee-35557873
Service Residence For Sale,861 sqft,Kerjaya Prospek Property Sdn Bhd,,"RM 1,085.95 psf",Fully Furnished,,Freehold,"January, 2020",35090024,2 days ago,1,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/straits-residences-seri-tanjung-pinang-for-sale-by-elvis-lim-35090024
Condominium For Sale,1115 sqft,GSD Land (M) Sdn. Bhd.,,RM 493.27 psf,Fully Furnished,Middle Floor,Freehold,"November, 2017",35854739,2 days ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/gardens-ville-for-sale-by-elson-dee-35854739
Condominium For Sale,1180 sqft,Eastern & Oriental Berhad,,"RM 1,313.56 psf",Fully Furnished,Middle Floor,Freehold,"April, 2017",35956473,2 days ago,2,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/andaman-quayside-for-sale-by-allan-goh-35956473
Service Residence For Sale,1292 sqft,Kerjaya Prospek Property Sdn Bhd,,"RM 1,238.39 psf",Fully Furnished,,Freehold,"January, 2020",35137827,2 days ago,2,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/straits-residences-seri-tanjung-pinang-for-sale-by-nikki-cheah-35137827
Condominium For Sale,6000 sqft,City Associates Group,,RM 533.33 psf,Fully Furnished,High Floor,Freehold,"January, 2007",35131760,2 days ago,5,5,Tajung Bungah,https://www.propertyguru.com.my/property-listing/the-cove-for-sale-by-nikki-cheah-35131760
Condominium For Sale,1246 sqft,Asia Green Group,,RM 634.03 psf,Unfurnished,Middle Floor,Freehold,"March, 2021",32048231,2 days ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/quaywest-residence-for-sale-by-carson-chuah-32048231
Condominium For Sale,1818 sqft,Asia Green Group,,RM 539.05 psf,Unfurnished,Low Floor,Freehold,"March, 2021",32001506,2 days ago,4,3,Bayan Lepas,https://www.propertyguru.com.my/property-listing/quaywest-residence-for-sale-by-carson-chuah-32001506
Condominium For Sale,800 sqft,Aspen,,RM 562.50 psf,Unfurnished,High Floor,Freehold,"December, 2018",35616039,2 days ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/tri-pinnacle-for-sale-by-jia-yong-35616039
Condominium For Sale,1372 sqft,Eastern & Oriental Berhad,,RM 801.75 psf,Partially Furnished,Middle Floor,Freehold,"January, 2019",33726143,2 days ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/the-tamarind-seri-tanjung-pinang-for-sale-by-dominic-ong-33726143
Condominium For Sale,1372 sqft,Eastern & Oriental Berhad,,RM 801.75 psf,Partially Furnished,Middle Floor,Freehold,"January, 2019",33726155,2 days ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/the-tamarind-seri-tanjung-pinang-for-sale-by-dominic-ong-33726155
Condominium For Sale,872 sqft,Tropicana Ivory Sdn. Bhd.,,RM 688.07 psf,Fully Furnished,,Freehold,"September, 2017",35647481,2 days ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/tropicana-bay-residences-for-sale-by-may-ng-35647481
Condominium For Sale,841 sqft,Vienna View Development (Mah Sing Group),,RM 772.89 psf,,,Freehold,"January, 2021",35856692,2 days ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/m-vista-for-sale-by-lim-jin-hong-35856692
Condominium For Sale,4200 sqft,,,RM 495.24 psf,Partially Furnished,Low Floor,Freehold,,33531832,2 days ago,5,5,Georgetown,https://www.propertyguru.com.my/property-listing/silverton-condominium-for-sale-for-sale-by-a-ee-ee-33531832
Condominium For Sale,1400 sqft,BSG PROPERTY,,RM 750.00 psf,,,Freehold,"December, 2015",35354716,2 days ago,4,3,Gelugor,https://www.propertyguru.com.my/property-listing/raffel-tower-for-sale-by-edwin-ong-35354716
Condominium For Sale,1980 sqft,BSG PROPERTY,,RM 797.98 psf,,,Freehold,"December, 2016",35354785,2 days ago,4,4,Tajung Bungah,https://www.propertyguru.com.my/property-listing/mira-residence-for-sale-by-edwin-ong-35354785
Condominium For Sale,1146 sqft,Runnymede Group,,RM 764.14 psf,,,Freehold,,35631205,2 days ago,4,2,Gelugor,https://www.propertyguru.com.my/property-listing/triuni-residences-the-sanctuary-for-sale-by-edwin-ong-35631205
Service Residence For Sale,1050 sqft,Belleview Group,,RM 453.33 psf,,,Freehold,2023,35434739,2 days ago,3,2,Bukit Mertajam,https://www.propertyguru.com.my/property-listing/gem-residences-for-sale-by-edwin-ong-35434739
Service Residence For Sale,1101 sqft,Belleview Group,,RM 450.50 psf,,,Freehold,2023,35434704,2 days ago,3,2,Bukit Mertajam,https://www.propertyguru.com.my/property-listing/gem-residences-for-sale-by-edwin-ong-35434704
Condominium For Sale,1183 sqft,Visentak Capital Sdn Bhd,,RM 570.58 psf,Unfurnished,High Floor,Freehold,"January, 2018",35324703,2 days ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/mont-residence-penang-for-sale-by-a-ee-ee-35324703
Condominium For Sale,1700 sqft,,,RM 823.53 psf,Fully Furnished,High Floor,Freehold,"January, 1998",34732752,2 days ago,3,2,Georgetown,https://www.propertyguru.com.my/property-listing/no-1-persiaran-gurney-pg1-for-sale-by-a-ee-ee-34732752
Condominium For Sale,1500 sqft,Cygal Properties,,RM 466.00 psf,Unfurnished,Low Floor,Freehold,"January, 2009",35921218,2 days ago,5,3,Gelugor,https://www.propertyguru.com.my/property-listing/i-regency-condominium-for-sale-by-a-ee-ee-35921218
Condominium For Sale,1818 sqft,PLB Land Sdn Bhd,,RM 462.05 psf,Partially Furnished,Middle Floor,Freehold,"January, 2015",35953095,2 days ago,4,3,Sungai Nibong,https://www.propertyguru.com.my/property-listing/98-nibong-residence-for-sale-by-millie-chew-35953095
Condominium For Sale,1100 sqft,Techware Enterprise,,RM 518.18 psf,Fully Furnished,Ground Floor,Leasehold,1999,35335987,2 days ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/gold-coast-resort-condominium-for-sale-by-millie-chew-35335987
Condominium For Sale,900 sqft,Pernas Group,,RM 422.22 psf,Partially Furnished,Middle Floor,Freehold,"January, 1994",35947703,2 days ago,3,2,Batu Uban,https://www.propertyguru.com.my/property-listing/sunny-ville-condominium-for-sale-by-millie-chew-35947703
Condominium For Sale,850 sqft,,,RM 562.35 psf,Unfurnished,,Freehold,,35851367,2 days ago,3,2,Georgetown,https://www.propertyguru.com.my/property-listing/island-glades-for-sale-by-alicia-poh-35851367
